,time_zone,name,coordinates,code,country_code
8548,America/Los_Angeles,Bandon,"{'lon': -124.416664, 'lat': 43.11667}",BDY,US
8549,America/Tegucigalpa,San Esteban,"{'lon': -85.86667, 'lat': 15.316667}",SET,HN
8550,America/Detroit,Adrian,"{'lon': -84.03333, 'lat': 41.9}",ADG,US
8551,Asia/Kuching,Long Semado,"{'lon': 118.00833, 'lat': 4.002778}",LSM,MY
8552,America/Tegucigalpa,Ahuas,"{'lon': -84.425, 'lat': 15.441667}",AHS,HN
8553,America/Toronto,Owen Sound,"{'lon': -80.8375, 'lat': 44.59028}",YOS,CA
8554,America/Montreal,Aupaluk,"{'lon': -69.666664, 'lat': 59.3}",YPJ,CA
8555,America/Denver,Copper Mountain,,QCE,US
8556,America/Chicago,Durant,"{'lon': -96.416664, 'lat': 33.983334}",DUA,US
8557,Europe/London,Lands End,"{'lon': -5.733333, 'lat': 50.05}",LEQ,GB
8558,Africa/Maseru,Semongkong,"{'lon': 28.5, 'lat': -29.833332}",SOK,LS
8559,America/New_York,Georgetown,"{'lon': -79.28333, 'lat': 33.38333}",GGE,US
8560,America/Edmonton,Red Deer,"{'lon': -113.89333, 'lat': 52.176945}",YQF,CA
8561,Europe/Rome,Merano/Meran,,ZMR,IT
8562,America/New_York,Lyndonville,"{'lon': -72.01667, 'lat': 44.5}",LLX,US
8563,America/Caracas,Cumana,"{'lon': -64.19194, 'lat': 10.447778}",CUM,VE
8564,Asia/Kuala_Lumpur,Sungei Tekai,"{'lon': 102.916664, 'lat': 2.6}",GTK,MY
8565,Europe/Paris,Annecy,"{'lon': 6.100833, 'lat': 45.930557}",NCY,FR
8566,America/Montreal,Riviere Du Loup,"{'lon': -69.53333, 'lat': 47.833332}",YRI,CA
8567,America/Anchorage,Nichen Cove,"{'lon': -133.21666, 'lat': 55.85}",NKV,US
8568,Pacific/Fiji,Castaway,"{'lon': 177.5, 'lat': -17.5}",CST,FJ
8569,Australia/Hobart,George Town,"{'lon': 143.55, 'lat': -18.283333}",GEE,AU
8570,Africa/Casablanca,Essaouira,"{'lon': -9.681667, 'lat': 31.3975}",ESU,MA
8571,America/Winnipeg,Red Sucker Lake,"{'lon': -93.583336, 'lat': 54.166668}",YRS,CA
8572,Asia/Karachi,Lahore,"{'lon': 74.40278, 'lat': 31.520832}",LHE,PK
8573,Asia/Manila,Dumaguete,"{'lon': 123.29601, 'lat': 9.332543}",DGT,PH
8574,America/New_York,Indiana,"{'lon': -79.15, 'lat': 40.61667}",IDI,US
8575,America/New_York,Pawtucket,"{'lon': -71.566666, 'lat': 41.916668}",SFZ,US
8576,Australia/Sydney,Corowa,"{'lon': 146.35, 'lat': -35.966667}",CWW,AU
8577,America/Antigua,Antigua,"{'lon': -61.76389, 'lat': 17.108334}",ANU,AG
8578,America/Chicago,Iraan,"{'lon': -101.933334, 'lat': 30.7}",IRB,US
8579,America/New_York,Beckley,"{'lon': -81.12417, 'lat': 37.781944}",BKW,US
8580,America/Chicago,Ely,"{'lon': -91.82917, 'lat': 47.82389}",LYU,US
8581,America/Santiago,Punta Arenas,"{'lon': -70.84307, 'lat': -53.005356}",PUQ,CL
8582,Africa/Dar_es_Salaam,Mtwara,"{'lon': 40.19361, 'lat': -10.338889}",MYW,TZ
8583,Africa/Kampala,Masindi,"{'lon': 31.716667, 'lat': 1.683333}",KCU,UG
8584,America/Monterrey,Monterrey,"{'lon': -100.309201, 'lat': 25.673211}",MTY,MX
8585,Europe/Istanbul,Kahramanmaras,"{'lon': 36.950558, 'lat': 37.534443}",KCM,TR
8586,Asia/Shanghai,Hohhot,"{'lon': 111.814156, 'lat': 40.854713}",HET,CN
8587,America/Winnipeg,North Spirit Lake,"{'lon': -92.416664, 'lat': 52.5}",YNO,CA
8588,Australia/Melbourne,Echuca,"{'lon': 144.75, 'lat': -36.15}",ECH,AU
8589,Pacific/Tahiti,Makemo,"{'lon': -143.65436, 'lat': -16.587921}",MKP,PF
8590,Africa/Johannesburg,Mossel Bay,"{'lon': 22.083332, 'lat': -34.183334}",MZY,ZA
8591,Africa/Lubumbashi,Luiza,"{'lon': 22.5, 'lat': -7.666667}",LZA,CD
8592,Australia/Adelaide,Penneshaw,"{'lon': 137.93333, 'lat': -35.733334}",PEA,AU
8593,Asia/Manila,Daet,"{'lon': 122.98333, 'lat': 14.133333}",DTE,PH
8594,Asia/Bangkok,Pattaya,"{'lon': 100.88333, 'lat': 12.95}",PYX,TH
8595,America/Winnipeg,Angling Lake,"{'lon': -89.565, 'lat': 53.251945}",YAX,CA
8596,Europe/Moscow,Belgorod,"{'lon': 36.65, 'lat': 50.63333}",EGO,RU
8597,America/Mexico_City,Minatitlan,"{'lon': -94.51667, 'lat': 17.983334}",MTT,MX
8598,Africa/Ndjamena,Bousso,"{'lon': 16.716667, 'lat': 10.483333}",OUT,TD
8599,Pacific/Port_Moresby,Dorobisoro,"{'lon': 147.55, 'lat': -9.266667}",DOO,PG
8600,Asia/Riyadh,Rafha,"{'lon': 43.488785, 'lat': 29.623463}",RAH,SA
8601,Pacific/Majuro,Jaluit Island,"{'lon': 169.61667, 'lat': 5.833333}",UIT,MH
8602,America/Sao_Paulo,Sao Jose Dos Campos,"{'lon': -46.11667, 'lat': -23.183332}",SJK,BR
8603,America/Belem,Oiapoque,"{'lon': -51.783333, 'lat': 3.883333}",OYK,BR
8604,Pacific/Tarawa,Marakei,"{'lon': 173.66667, 'lat': 1.983333}",MZK,KI
8605,Africa/Lusaka,Sesheke,"{'lon': 24.283333, 'lat': -17.483334}",SJQ,ZM
8606,America/Los_Angeles,Yosemite,"{'lon': -119.55, 'lat': 37.85}",OYS,US
8607,Asia/Tokyo,Matsuyama,"{'lon': 132.70416, 'lat': 33.822224}",MYJ,JP
8608,America/La_Paz,Reyes,"{'lon': -67.26667, 'lat': -14.316667}",REY,BO
8609,America/New_York,Westchester County,"{'lon': -73.70389, 'lat': 41.068672}",HPN,US
8610,Australia/Sydney,Nowra,"{'lon': 150.5375, 'lat': -34.950558}",NOA,AU
8611,Asia/Seoul,Batagay-Alyta,"{'lon': 129.13695, 'lat': 37.494446}",SUK,RU
8612,Africa/Cairo,Aswan,"{'lon': 32.824818, 'lat': 23.968021}",ASW,EG
8613,Asia/Karachi,Faisalabad,"{'lon': 72.98757, 'lat': 31.363043}",LYP,PK
8614,America/Moncton,Saint John,"{'lon': -65.8902, 'lat': 45.32948}",YSJ,CA
8615,America/Toronto,Bar River,,YEB,CA
8616,Asia/Tehran,Yazd,"{'lon': 54.283264, 'lat': 31.903603}",AZD,IR
8617,Asia/Rangoon,Putao,"{'lon': 97.416664, 'lat': 27.333332}",PBU,MM
8618,America/New_York,Rockland,"{'lon': -69.09805, 'lat': 44.059166}",RKD,US
8619,America/Detroit,Kalamazoo,"{'lon': -85.55656, 'lat': 42.239964}",AZO,US
8620,Asia/Kuala_Lumpur,Mersing,"{'lon': 103.833336, 'lat': 2.416667}",MEP,MY
8621,Europe/Riga,Riga,"{'lon': 23.979807, 'lat': 56.92208}",RIX,LV
8622,America/New_York,Provincetown,"{'lon': -70.221664, 'lat': 42.071945}",PVC,US
8623,America/Argentina/Rio_Gallegos,Santa Cruz,"{'lon': -68.53333, 'lat': -50.0}",RZA,AR
8624,Europe/Amsterdam,Leeuwarden,"{'lon': 5.8, 'lat': 53.25}",LWR,NL
8625,America/Los_Angeles,Lopez Island,"{'lon': -122.935555, 'lat': 48.482777}",LPS,US
8626,America/Montreal,La Sarre,"{'lon': -79.166664, 'lat': 48.916668}",SSQ,CA
8627,America/Chicago,Laporte,"{'lon': -86.71667, 'lat': 41.6}",LPO,US
8628,America/Sao_Paulo,Sao Miguel do Oeste,"{'lon': -53.502777, 'lat': -26.780556}",SQX,BR
8629,Asia/Pyongyang,Pyongyang,"{'lon': 125.666664, 'lat': 39.2}",FNJ,KP
8630,Africa/Maseru,Pelaneng,"{'lon': 27.916668, 'lat': -30.55}",PEL,LS
8631,America/Anchorage,Nightmute,"{'lon': -164.70084, 'lat': 60.471046}",NME,US
8632,America/Nassau,South Andros,"{'lon': -77.58528, 'lat': 24.165}",TZN,BS
8633,America/Los_Angeles,Bremerton,"{'lon': -122.763336, 'lat': 47.485}",PWT,US
8634,America/Anchorage,Hogatza,"{'lon': -155.66888, 'lat': 66.191666}",HGZ,US
8635,Africa/Windhoek,Omega,"{'lon': 22.066668, 'lat': -18.0}",OMG,NA
8636,Asia/Kolkata,Umroi,"{'lon': 91.88333, 'lat': 25.566668}",SHL,IN
8637,America/Sitka,Kelp Bay,"{'lon': -134.86667, 'lat': 57.55}",KLP,US
8638,Africa/Tunis,Tunis,"{'lon': 10.21709, 'lat': 36.847622}",TUN,TN
8639,America/Goose_Bay,Natuashish,"{'lon': -61.184444, 'lat': 55.91389}",YNP,CA
8640,Europe/Paris,Bastia,"{'lon': 9.480124, 'lat': 42.547615}",BIA,FR
8641,Asia/Tokyo,Yonaguni Jima,"{'lon': 122.97639, 'lat': 24.461111}",OGN,JP
8642,America/Chicago,Salina,"{'lon': -97.6525, 'lat': 38.790833}",SLN,US
8643,America/Indiana/Vincennes,Vincennes,"{'lon': -87.53333, 'lat': 38.683334}",OEA,US
8644,America/Port_of_Spain,Tobago,"{'lon': -60.839684, 'lat': 11.152541}",TAB,TT
8645,America/Denver,Nephi,"{'lon': -111.870834, 'lat': 39.738888}",NPH,US
8646,Europe/Rome,Ponza,,ZJY,IT
8647,Asia/Shanghai,Wenzhou,"{'lon': 120.84738, 'lat': 27.91566}",WNZ,CN
8648,Africa/Lagos,Warri,"{'lon': 5.819282, 'lat': 5.594487}",QRW,NG
8649,America/Denver,Riverton,"{'lon': -108.45695, 'lat': 43.064445}",RIW,US
8650,America/Bahia,Cachoeira,"{'lon': -38.966667, 'lat': -12.6}",CCQ,BR
8651,America/New_York,Errol,"{'lon': -71.13333, 'lat': 44.783333}",ERR,US
8652,America/New_York,Teterboro,"{'lon': -74.062225, 'lat': 40.849724}",TEB,US
8653,America/Phoenix,Show Low,"{'lon': -110.004166, 'lat': 34.264442}",SOW,US
8654,America/New_York,Wilkesboro,"{'lon': -81.15, 'lat': 36.15}",IKB,US
8655,America/Chicago,Poteau,"{'lon': -94.61667, 'lat': 35.05}",RKR,US
8656,Africa/Luanda,Menongue,"{'lon': 17.725555, 'lat': -14.6375}",SPP,AO
8657,Australia/Melbourne,Sale,"{'lon': 147.0, 'lat': -38.166668}",SXE,AU
8658,America/Caracas,San Cristobal,"{'lon': -72.23333, 'lat': 7.766667}",SCI,VE
8659,Asia/Tokyo,Sendai,"{'lon': 140.92389, 'lat': 38.135555}",SDJ,JP
8660,America/Toronto,Peterborough,"{'lon': -78.316666, 'lat': 44.3}",YPQ,CA
8661,America/Goose_Bay,Postville,"{'lon': -59.966667, 'lat': 54.916668}",YSO,CA
8662,Europe/Zurich,Bellinzona,,ZDI,CH
8663,America/Sao_Paulo,Uberaba,"{'lon': -47.958332, 'lat': -19.776388}",UBA,BR
8664,America/Anchorage,Sitkinak Island,"{'lon': -154.11389, 'lat': 56.53278}",SKJ,US
8665,Pacific/Port_Moresby,Doini,"{'lon': 150.71666, 'lat': -10.716667}",DOI,PG
8666,Pacific/Easter,Easter Island,"{'lon': -109.36667, 'lat': -27.116667}",IPC,CL
8667,America/Vancouver,Comox,"{'lon': -124.907814, 'lat': 49.705864}",YQQ,CA
8668,America/Anchorage,Onion Bay,"{'lon': -152.83333, 'lat': 58.233334}",ONN,US
8669,America/Regina,Yorkton,"{'lon': -102.46667, 'lat': 51.216667}",YQV,CA
8670,America/St_Johns,Gander,"{'lon': -54.56333, 'lat': 48.946667}",YQX,CA
8671,America/Costa_Rica,Nicoya,"{'lon': -85.445, 'lat': 10.138889}",NCT,CR
8672,America/Anchorage,Haycock,"{'lon': -161.16667, 'lat': 65.21667}",HAY,US
8673,America/Pangnirtung,Resolution Island,"{'lon': -65.0, 'lat': 61.5}",YRE,CA
8674,America/Yellowknife,Wha Ti,"{'lon': -117.26667, 'lat': 63.15}",YLE,CA
8675,Asia/Kuala_Lumpur,Taman Negara,"{'lon': 102.39667, 'lat': 4.330556}",SXT,MY
8676,America/Toronto,Marathon,"{'lon': -86.35, 'lat': 48.75}",YSP,CA
8677,Europe/Oslo,Berkak,,XUB,NO
8678,Europe/Zagreb,Osijek,"{'lon': 18.683332, 'lat': 45.55}",OSI,HR
8679,Africa/Gaborone,Lobatse,"{'lon': 25.681944, 'lat': -25.190277}",LOQ,BW
8680,America/Anchorage,Skagway,"{'lon': -135.31555, 'lat': 59.460556}",SGY,US
8681,America/Edmonton,Suffield,"{'lon': -111.166664, 'lat': 50.2}",YSD,CA
8682,Europe/Stockholm,Katrineholm,"{'lon': 16.2061774, 'lat': 58.995917}",XXK,SE
8683,America/Denver,Miles City,"{'lon': -105.880554, 'lat': 46.430557}",MLS,US
8684,Pacific/Port_Moresby,Weam,"{'lon': 148.16667, 'lat': -10.066667}",WEP,PG
8685,America/Bogota,Lorica,"{'lon': -75.7, 'lat': 9.033333}",LRI,CO
8686,America/Tegucigalpa,Olanchito,"{'lon': -86.57472, 'lat': 15.504444}",OAN,HN
8687,America/Vancouver,Squamish,"{'lon': -101.23333, 'lat': 52.11667}",YSE,CA
8688,Asia/Shanghai,Nantong,"{'lon': 120.9756, 'lat': 32.07292}",NTG,CN
8689,America/Yellowknife,Rae Lakes,"{'lon': -117.35, 'lat': 64.11667}",YRA,CA
8690,America/Indiana/Vincennes,Oaktown,"{'lon': -87.45, 'lat': 38.86667}",OTN,US
8691,America/Toronto,Smith Falls,"{'lon': -75.93959, 'lat': 44.94829}",YSH,CA
8692,Asia/Seoul,Ulsan,"{'lon': 129.35597, 'lat': 35.59367}",USN,KR
8693,Pacific/Port_Moresby,Maramuni,"{'lon': 143.48334, 'lat': -5.15}",MWI,PG
8694,Asia/Bangkok,Patong Beach,"{'lon': 98.291664, 'lat': 7.895278}",PBS,TH
8695,America/Vancouver,Salmon Arm,"{'lon': -119.23333, 'lat': 50.683334}",YSN,CA
8696,Asia/Vientiane,Saravane,"{'lon': 106.42611, 'lat': 15.692778}",VNA,LA
8697,America/Anchorage,Lake Minchumina,"{'lon': -152.31667, 'lat': 63.88333}",LMA,US
8698,Africa/Lusaka,Solwezi,"{'lon': 26.366667, 'lat': -12.172222}",SLI,ZM
8699,America/Montreal,Bonaventure,"{'lon': -65.48333, 'lat': 48.05}",YVB,CA
8700,America/Godthab,Alluitsup Paa,"{'lon': -45.56889, 'lat': 60.46417}",LLU,GL
8701,America/Anchorage,Blue Mountain,"{'lon': -157.08667, 'lat': 57.8575}",VBM,US
8702,Africa/Kinshasa,Nioki,"{'lon': 17.7, 'lat': -2.75}",NIO,CD
8703,Pacific/Port_Moresby,Tarabo,"{'lon': 22.75, 'lat': 12.3}",TBQ,PG
8704,America/Vancouver,Spring Island,"{'lon': -1.78, 'lat': 59.45}",YSQ,CA
8705,Europe/Zurich,Brig,,ZDL,CH
8706,Australia/Brisbane,Wondoola,"{'lon': 140.9, 'lat': -18.583332}",WON,AU
8707,America/Goose_Bay,Saglek,"{'lon': -62.5, 'lat': 58.583332}",YSV,CA
8708,America/Toronto,Moosonee,"{'lon': -80.604164, 'lat': 51.29111}",YMO,CA
8709,America/Detroit,Big Rapids,"{'lon': -85.48333, 'lat': 43.7}",WBR,US
8710,Europe/Zagreb,Mali Losinj,"{'lon': 14.385833, 'lat': 44.566944}",LSZ,HR
8711,America/Toronto,Wiarton,"{'lon': -81.166664, 'lat': 44.666668}",YVV,CA
8712,Africa/Dar_es_Salaam,Tabora,"{'lon': 32.8375, 'lat': -5.0725}",TBO,TZ
8713,Pacific/Tarawa,Tabiteuea North,"{'lon': 174.78, 'lat': -1.231944}",TBF,KI
8714,Pacific/Pago_Pago,Pago Pago,"{'lon': -170.6964, 'lat': -14.326389}",PPG,AS
8715,Australia/Perth,Mount Barnett,"{'lon': 125.0, 'lat': -15.0}",MBN,AU
8716,America/Sao_Paulo,Presidente Prudente,"{'lon': -51.45, 'lat': -22.1}",PPB,BR
8717,America/Iqaluit,Cape Dorset,"{'lon': -76.53333, 'lat': 64.23333}",YTE,CA
8718,Australia/Sydney,Wee Waa,"{'lon': 149.43333, 'lat': -30.233334}",WEW,AU
8719,Asia/Shanghai,Qianjiang,"{'lon': 108.829185, 'lat': 29.517557}",JIQ,CN
8720,America/Argentina/San_Luis,San Luis,"{'lon': -66.35861, 'lat': -33.274445}",LUQ,AR
8721,America/Edmonton,Medicine Hat,"{'lon': -110.72083, 'lat': 50.015835}",YXH,CA
8722,Pacific/Tahiti,Tikehau Atoll,"{'lon': -148.2338, 'lat': -15.118639}",TIH,PF
8723,Pacific/Port_Moresby,Rumginae,"{'lon': 141.16667, 'lat': -6.166667}",RMN,PG
8724,America/Denver,Hanksville,"{'lon': -110.71667, 'lat': 38.36667}",HVE,US
8725,Asia/Karachi,Bahawalnagar,"{'lon': 73.25, 'lat': 30.0}",WGB,PK
8726,America/Montreal,Tulugak,"{'lon': -77.75, 'lat': 59.5}",YTK,CA
8727,America/Chicago,St Joseph,"{'lon': -94.925, 'lat': 39.960556}",STJ,US
8728,America/Montreal,Mont Tremblant,"{'lon': -74.75528, 'lat': 46.515556}",YTM,CA
8729,America/Anchorage,Port Heiden,"{'lon': -158.6375, 'lat': 56.95667}",PTH,US
8730,Australia/Perth,Cue,"{'lon': 117.916664, 'lat': -27.45}",CUY,AU
8731,America/Rankin_Inlet,Repulse Bay,"{'lon': -86.25, 'lat': 66.53333}",YUT,CA
8732,America/Los_Angeles,Yerington,"{'lon': -119.25, 'lat': 39.0}",EYR,US
8733,Europe/Rome,Taranto,"{'lon': 17.401943, 'lat': 40.517776}",TAR,IT
8734,Europe/Berlin,Freiburg,,QFB,DE
8735,America/Caracas,Santa Barbara Ed,"{'lon': -71.95, 'lat': 9.033333}",STB,VE
8736,America/Anchorage,Noatak,"{'lon': -162.98416, 'lat': 67.56306}",WTK,US
8737,America/Toronto,Attawapiskat,"{'lon': -82.4, 'lat': 52.941666}",YAT,CA
8738,Australia/Adelaide,Naracoorte,"{'lon': 140.83333, 'lat': -36.95}",NAC,AU
8739,America/Edmonton,Cowley,"{'lon': -114.166664, 'lat': 49.86667}",YYM,CA
8740,America/Regina,Fond Du Lac,"{'lon': -107.166664, 'lat': 59.316666}",ZFD,CA
8741,Europe/Podgorica,Tivat,"{'lon': 18.725555, 'lat': 42.40361}",TIV,ME
8742,America/Pangnirtung,Qikiqtarjuaq,"{'lon': -63.833332, 'lat': 67.583336}",YVM,CA
8743,America/Iqaluit,Nanisivik,"{'lon': -84.5, 'lat': 73.75}",YSR,CA
8744,Europe/Oslo,Rognan,,ZXM,NO
8745,Europe/Prague,Pardubice,"{'lon': 15.7808335, 'lat': 50.0378281}",PED,CZ
8746,America/Winnipeg,Poplar River,"{'lon': -97.3, 'lat': 53.0}",XPP,CA
8747,America/Chicago,Kansas,"{'lon': -93.73333, 'lat': 38.766666}",SZL,US
8748,America/St_Vincent,Palm Island,"{'lon': -61.233334, 'lat': 12.35}",PLI,VC
8749,America/Tijuana,Tijuana,"{'lon': -116.97466, 'lat': 32.546284}",TIJ,MX
8750,America/Montreal,Wemindji,"{'lon': -78.816666, 'lat': 53.0}",YNC,CA
8751,America/Toronto,Petawawa,"{'lon': -77.28333, 'lat': 45.9}",YWA,CA
8752,America/Los_Angeles,Pasco,"{'lon': -119.1152, 'lat': 46.259094}",PSC,US
8753,America/Chicago,Shelbyville,"{'lon': -86.4425, 'lat': 35.560833}",SYI,US
8754,Asia/Tehran,Bandar Mahshahr,"{'lon': 49.16722, 'lat': 30.535557}",MRX,IR
8755,Australia/Adelaide,Moomba,"{'lon': 149.83333, 'lat': -27.5}",MOO,AU
8756,Pacific/Guadalcanal,Marau Sound,"{'lon': 161.25, 'lat': -8.5}",RUS,SB
8757,America/Regina,Points North Landing,"{'lon': -104.08111, 'lat': 58.275}",YNL,CA
8758,America/Rio_Branco,Feijo,"{'lon': -70.35, 'lat': -8.15}",FEJ,BR
8759,Australia/Brisbane,Biloela,"{'lon': 150.51666, 'lat': -24.4}",ZBL,AU
8760,Europe/Oslo,Tromso,"{'lon': 18.907343, 'lat': 69.67983}",TOS,NO
8761,America/Vancouver,Castlegar,"{'lon': -117.632225, 'lat': 49.295555}",YCG,CA
8762,America/Montreal,Maricourt Airstrip,"{'lon': -70.816666, 'lat': 56.566666}",YMC,CA
8763,America/Anchorage,Dahl Creek,"{'lon': -156.9, 'lat': 66.95}",DCK,US
8764,Pacific/Port_Moresby,Yalumet,"{'lon': 147.01666, 'lat': -6.183333}",KYX,PG
8765,America/Cambridge_Bay,Gjoa Haven,"{'lon': -95.95, 'lat': 68.63333}",YHK,CA
8766,America/Panama,Puerto Obaldia,"{'lon': -77.41694, 'lat': 8.66694}",PUE,PA
8767,Europe/Prague,Marianske Lazne,"{'lon': 12.716667, 'lat': 49.983334}",MKA,CZ
8768,America/Tegucigalpa,Copan,"{'lon': -88.0, 'lat': 15.0}",RUY,HN
8769,America/Swift_Current,Swift Current,"{'lon': -107.833336, 'lat': 50.283333}",YYN,CA
8770,Europe/London,Basingstoke,,XQB,GB
8771,Asia/Ho_Chi_Minh,Qui Nhon,"{'lon': 109.22639, 'lat': 13.766111}",UIH,VN
8772,America/Winnipeg,Rivers,"{'lon': -100.23333, 'lat': 50.033333}",YYI,CA
8773,America/Goose_Bay,Goose Bay,"{'lon': -60.4124, 'lat': 53.313534}",YYR,CA
8774,Europe/Berlin,Lemwerder,"{'lon': 8.6, 'lat': 53.166668}",XLW,DE
8775,Pacific/Tahiti,Aratika,"{'lon': -145.46887, 'lat': -15.485299}",RKA,PF
8776,America/Vancouver,Beatton River,"{'lon': -121.333336, 'lat': 57.433334}",YZC,CA
8777,America/Winnipeg,Swan River,"{'lon': -101.23333, 'lat': 52.11667}",ZJN,CA
8778,America/Los_Angeles,Salton City,"{'lon': -115.98333, 'lat': 33.316666}",SAS,US
8779,America/Rankin_Inlet,Arviat,"{'lon': -94.05, 'lat': 61.11667}",YEK,CA
8780,Asia/Tokyo,Toyooka,"{'lon': 134.78972, 'lat': 35.509167}",TJH,JP
8781,America/Toronto,Gore Bay,"{'lon': -82.56778, 'lat': 45.885277}",YZE,CA
8782,Pacific/Tahiti,Papeete,"{'lon': -149.60938, 'lat': -17.55963}",PPT,PF
8783,Pacific/Port_Moresby,Tawa,"{'lon': 146.06667, 'lat': -7.266667}",TWY,PG
8784,America/Edmonton,Falher,"{'lon': -117.25, 'lat': 55.733334}",YOE,CA
8785,America/New_York,Franklin,"{'lon': -76.933334, 'lat': 36.683334}",FKN,US
8786,Europe/Oslo,Verdal,,XXG,NO
8787,Asia/Kabul,Zaranj,"{'lon': 61.983334, 'lat': 31.1}",ZAJ,AF
8788,Pacific/Tarawa,Tabiteuea South,"{'lon': 174.83333, 'lat': -1.416667}",TSU,KI
8789,America/Moncton,Bathurst,"{'lon': -65.73944, 'lat': 47.629166}",ZBF,CA
8790,America/Yellowknife,Lutselke,"{'lon': -110.075554, 'lat': 62.41861}",YSG,CA
8791,Europe/Moscow,Volgodonsk,"{'lon': 42.083332, 'lat': 47.683334}",VLK,RU
8792,America/Santiago,Chillan,"{'lon': -72.11667, 'lat': -36.6}",YAI,CL
8793,Australia/Melbourne,Falls Creek,"{'lon': 143.28334, 'lat': -36.833332}",FLC,AU
8794,Asia/Kolkata,Zero,"{'lon': 93.833336, 'lat': 27.633333}",ZER,IN
8795,Africa/Ouagadougou,Dedougou,"{'lon': -3.483333, 'lat': 12.466667}",DGU,BF
8796,Asia/Shanghai,Arxan,"{'lon': 119.910835, 'lat': 47.31}",YIE,CN
8797,Africa/Luanda,Lubango,"{'lon': 13.576667, 'lat': -14.924444}",SDD,AO
8798,Europe/Istanbul,Usak,"{'lon': 29.471945, 'lat': 38.68222}",USQ,TR
8799,America/New_York,Charleston,"{'lon': -80.037155, 'lat': 32.884354}",CHS,US
8800,America/Vancouver,Grand Forks,"{'lon': -118.433334, 'lat': 49.016666}",ZGF,CA
8801,Asia/Shanghai,Zhanjiang,"{'lon': 110.36272, 'lat': 21.214727}",ZHA,CN
8802,America/Chicago,Searcy,"{'lon': -91.73333, 'lat': 35.25}",SRC,US
8803,Africa/Nairobi,Malindi,"{'lon': 40.10048, 'lat': -3.230755}",MYD,KE
8804,America/Vancouver,Revelstoke,"{'lon': -118.166664, 'lat': 51.0}",YRV,CA
8805,America/Vancouver,Qualicum,"{'lon': -124.39587, 'lat': 49.340153}",XQU,CA
8806,America/Montreal,Bromont,"{'lon': -72.833336, 'lat': 45.316666}",ZBM,CA
8807,Pacific/Port_Moresby,Usino,"{'lon': 145.43333, 'lat': -5.5}",USO,PG
8808,America/Vancouver,108 Mile Ranch,"{'lon': -121.339165, 'lat': 51.745556}",ZMH,CA
8809,Europe/Rome,Procida,,ZJJ,IT
8810,Asia/Tokyo,Taramajima,"{'lon': 124.7, 'lat': 24.65}",TRA,JP
8811,Europe/Zurich,Grenchen,"{'lon': 7.3954451, 'lat': 47.193585}",ZHI,CH
8812,Europe/Copenhagen,Guderup,,ZFK,DK
8813,Africa/Gaborone,Selebi-Phikwe,"{'lon': 27.816668, 'lat': -22.05}",PKW,BW
8814,America/Regina,Pine House,"{'lon': -106.583336, 'lat': 55.516666}",ZPO,CA
8815,America/Toronto,Alexandria,,XFS,CA
8816,Europe/Bucharest,Sibiu,"{'lon': 24.093529, 'lat': 45.789757}",SBZ,RO
8817,America/Montreal,East Main,"{'lon': -78.51667, 'lat': 52.25}",ZEM,CA
8818,Europe/Stockholm,Arboga,,XXT,SE
8819,America/Chicago,Pell City,"{'lon': -86.28333, 'lat': 33.583332}",PLR,US
8820,America/Mexico_City,Puerto Escondido,"{'lon': -97.083336, 'lat': 15.85}",PXM,MX
8821,Africa/Casablanca,Sidi Ifni,"{'lon': -10.2, 'lat': 29.4}",SII,MA
8822,Europe/Vienna,Zurs,,ZRS,AT
8823,Asia/Jakarta,Tanjung Pinang,"{'lon': 104.53611, 'lat': 0.919167}",TNJ,ID
8824,Asia/Tehran,Ala'Marvdasht,"{'lon': 52.735516, 'lat': 27.383959}",PGU,IR
8825,Pacific/Marquesas,Nuku Hiva,"{'lon': -140.22223, 'lat': -8.795214}",NHV,PF
8826,America/Yellowknife,Fort Mcpherson,"{'lon': -134.95277, 'lat': 67.477776}",ZFM,CA
8827,America/New_York,Newport,"{'lon': -71.2825, 'lat': 41.530834}",NPT,US
8828,America/Santiago,Cerro Sombrero,"{'lon': -69.34278, 'lat': -52.738335}",SMB,CL
8829,America/Los_Angeles,Visalia,"{'lon': -119.39389, 'lat': 36.319443}",VIS,US
8830,Europe/Zurich,Baden,,ZDG,CH
8831,Pacific/Port_Moresby,Nomane,"{'lon': 145.06667, 'lat': -16.316668}",NMN,PG
8832,Pacific/Guadalcanal,Santa Cruz Island,"{'lon': 166.85, 'lat': -11.616667}",SCZ,SB
8833,Europe/Stockholm,Avesta Krylbo,,XYP,SE
8834,Pacific/Fiji,Savusavu,"{'lon': 179.33913, 'lat': -16.798828}",SVU,FJ
8835,Africa/Casablanca,Tetuan,"{'lon': -5.316667, 'lat': 35.583332}",TTU,MA
8836,Asia/Shanghai,Baishan,"{'lon': 127.6, 'lat': 42.083332}",NBS,CN
8837,Australia/Adelaide,Port Augusta,"{'lon': 137.76666, 'lat': -32.5}",PUG,AU
8838,Australia/Brisbane,Toowoomba,"{'lon': 151.9139, 'lat': -27.542221}",TWB,AU
8839,Africa/Algiers,Setif,"{'lon': 5.331111, 'lat': 36.18139}",QSF,DZ
8840,Europe/Paris,Orleans,"{'lon': 1.9, 'lat': 47.916668}",ORE,FR
8841,Europe/Athens,Zakinthos,"{'lon': 20.888332, 'lat': 37.755833}",ZTH,GR
